Township_Name,Township_Code,Latitude,Longitude,Area_km2
Hinthada,MMR017008,17.620813315836248,95.37352206141767,1010.4181359174404
Ingapu,MMR017013,17.853817943676553,95.14546319194834,1676.7685811550828
Kyangin,MMR017012,18.30254477002929,95.05703504574647,1152.4630041422563
Lemyethna,MMR017010,17.60144315657638,95.01393636255168,1007.607271994524
Myanaung,MMR017011,18.08571132681185,95.17817345403812,1536.6752119010946
Zalun,MMR017009,17.475563174828768,95.5755493119433,627.1775367118926
Labutta,MMR017016,16.072203519747404,94.85969179869552,2501.993948593244
Mawlamyinegyun,MMR017018,16.345618797209415,95.26636189930764,1228.1787926485458
Danubyu,MMR017022,17.258805325784014,95.54627576500026,750.861527784558
Maubin,MMR017019,16.72527012610319,95.66829723006748,1319.1670324078627
Nyaungdon,MMR017021,17.02065473647446,95.70588428204162,894.5565925275613
Pantanaw,MMR017020,16.96691494707904,95.4021248323131,1334.141775384429
Einme,MMR017015,16.77175306251772,95.09934421651796,745.1778076265792
Myaungmya,MMR017014,16.516672967265666,94.89737698080302,1142.68700212589
Wakema,MMR017017,16.591587943067566,95.23136936443824,1176.378655098756
Kangyidaunt,MMR017002,16.81158667509737,94.87577702852155,790.5975645923975
Kyaunggon,MMR017007,17.057094179468514,95.15338753045629,681.6507441314099
Kyonpyaw,MMR017005,17.310565505292594,95.277048908354,823.991830445823
Ngapudaw,MMR017004,16.327019234220245,94.44960224855085,3195.8015234206823
Pathein,MMR017001,16.90979144548138,94.57351897649664,1836.627606618946
Thabaung,MMR017003,17.134642070130592,94.78546191646556,1825.3135108199613
Yegyi,MMR017006,17.366010071866178,94.98323630086831,1299.1241508797634
Bogale,MMR017024,16.094215068954536,95.36414508391864,2031.6895723000123
Dedaye,MMR017026,16.31219591919133,95.85143446239532,915.6183295806652
Kyaiklat,MMR017025,16.52292143351306,95.6152305237769,705.5860043145557
Pyapon,MMR017023,16.024604596837182,95.54240445558531,1428.5073060261102
Bago,MMR007001,17.570015553700177,96.33531785549388,2916.536526127172
Daik-U,MMR007007,17.767798770967868,96.57631555550888,1286.9485590132292
Kawa,MMR007003,17.05060001779346,96.644452873761,961.3452550816514
Kyauktaga,MMR007006,18.188626418372248,96.34976221909488,2849.4326833364426
Waingmaw,MMR001002,25.311564693240097,97.70066771807754,5035.113746772045
Khaunglanhpu,MMR001018,27.10775445819688,98.41024282460953,5360.556194708695
Machanbaw,MMR001016,27.20779155618673,97.79409685249615,3221.249797657305
Nawngmun,MMR001017,27.878048261995858,97.83305868610016,8146.343252231329
Puta-O,MMR001014,27.30034924300605,97.33724353530128,6165.166282756268
Sumprabum,MMR001015,26.467788020058297,97.5677839185593,4971.493946109527
Kyauktada,MMR013033,16.7744554242757,96.16136966104646,0.7248958856382823
Nyaunglebin,MMR007005,17.92343916276002,96.73830322413318,733.5695263020397
Shwegyin,MMR007008,17.89150055976009,97.00461878096225,2449.020377025958
Thanatpin,MMR007002,17.259033867656562,96.70009301666926,852.1198231406325
Thandaunggyi,MMR003004,19.044837631938183,96.72832054880202,3643.9979049791855
Hpapun,MMR003003,18.0758644910832,97.36920327076554,6761.120116770659
Kawkareik,MMR003006,16.537746255659734,98.14949663890351,2432.8650877230466
Waw,MMR007004,17.504675811829063,96.74587888965917,950.570133977723
Kyainseikgyi,MMR003007,15.822557962731798,98.252652844154,7248.070076987787
Myawaddy,MMR003005,16.548839028429484,98.52039590283984,3165.0679036962997
Gangaw,MMR009023,22.24990507018492,94.179850406974,2472.4590855674
Saw,MMR009025,21.20319435271472,94.1893203034809,1774.481910223844
Latha,MMR013036,16.77676394759356,96.15053772321248,0.6157962855597808
Mayangone,MMR013042,16.862320540237572,96.14235186900808,24.55077758956397
Htantabin,MMR007014,18.74316045425844,96.53812332278136,544.7115558658254
Kyaukkyi,MMR007011,18.393714418396264,96.83744867344258,2028.573716898885
Oktwin,MMR007013,18.79892555000275,96.20329047888526,1437.1106455849956
Phyu,MMR007012,18.5267968750911,96.27721020518236,2318.9862054624477
Taungoo,MMR007009,19.00477706257221,96.2216142284681,1728.4214951478143
Yedashe,MMR007010,19.28197207609876,96.15368034682255,2619.97140246483
Padaung,MMR008003,18.683978483177977,94.92727617512864,2506.5608358785853
Paukkhaung,MMR008002,18.980852082728315,95.622295939209,1916.0701177415465
Paungde,MMR008004,18.640590861537827,95.62121137875336,934.7789232783466
Ngape,MMR009009,19.95919906621855,94.4149609444213,1315.9779827572822
Pwintbyu,MMR009008,20.347683087256765,94.60419464109212,1199.708206417173
Salin,MMR009010,20.694760703749427,94.53776851639692,2311.832732485924
Sidoktaya,MMR009011,20.50813522437826,94.18078992252138,2813.8807656849085
Myaing,MMR009020,21.65553913923889,94.84927248480814,2034.1252690182416
Pabedan,MMR013034,16.77642750815385,96.15583673899545,0.5917748932291795
Pyay,MMR008001,18.91976954007101,95.31772625494852,784.8156928233627
Shwedaung,MMR008006,18.566058401871896,95.21244204413225,697.2030616038866
Aungmyaythazan,MMR010001,22.00163441774191,96.09806932088968,26.142183528485774
Thegon,MMR008005,18.62296076655728,95.3996493331493,777.767023205978
Gyobingauk,MMR008014,18.286566977844192,95.75198109502406,769.0969076608933
Letpadan,MMR008008,17.882126057987982,95.82356873140871,1471.887197021818
Chanayethazan,MMR010002,21.975584059666392,96.09504042606896,11.802416320580583
Minhla,MMR008009,17.97251438881315,95.74048392248896,677.9480821929675
Monyo,MMR008013,18.110876029377383,95.46188680591656,655.8989224691697
Nattalin,MMR008012,18.505181297935717,95.7015665865096,1355.1469619467434
Okpho,MMR008010,18.16454718588833,95.84134761869352,1050.8244224124196
Thayarwady,MMR008007,17.69183540917977,95.83289896609809,1039.6910748129098
Kyaikmaraw,MMR011002,16.32090898385121,97.8761811128029,1317.5573845778176
Mawlamyine,MMR011001,16.477208432155937,97.65390328710706,156.4811364231019
Mudon,MMR011005,16.152555628746004,97.71865080031648,740.4754381044856
Zigon,MMR008011,18.34535280167501,95.66340365944862,256.1279050533084
Falam,MMR004001,23.017971742426127,93.67412746399634,2665.21470839578
Tedim,MMR004004,23.372451393945344,93.71413222320912,2407.9906473151905
Tonzang,MMR004005,23.764754764003897,93.74685548639027,3471.288678718188
Hakha,MMR004002,22.45375665861629,93.76929877188536,4277.900924343237
Thantlang,MMR004003,22.584447827845203,93.30880713310457,3449.0174514277314
Matupi,MMR004007,21.827778026844925,93.46193660429022,5898.94044291313
Paletwa,MMR004009,21.389733952344432,93.05299862505862,8072.297412883385
Kanpetlet,MMR004008,20.99763644801889,93.8742886883428,2492.4357373566304
Mindat,MMR004006,21.46580712768882,93.77771618797966,3257.292456612594
Bhamo,MMR001010,24.197126984189456,97.09493992809084,2163.8552246605987
Mansi,MMR001013,23.941477449516647,97.32532640658772,2910.4153254122293
Momauk,MMR001012,24.51232768819995,97.4361804961948,2693.6563410870112
Shwegu,MMR001011,24.375199245935462,96.81799265164052,3096.541536982252
Hpakant,MMR001009,25.68863211535157,96.44991896329324,5769.05811026052
Mogaung,MMR001008,25.32167955618884,96.90676654127115,3325.7343144636297
Mohnyin,MMR001007,24.93777991131808,96.32719735008553,6341.546768025816
Chipwi,MMR001005,25.94113015798759,98.37826124859996,3427.135671489305
Injangyang,MMR001003,26.1099168722559,97.88595993996708,4742.027198005877
Myitkyina,MMR001001,25.351161946695164,97.2021159241762,6249.353351018833
Tanai,MMR001004,26.48517918952864,96.69931356299698,12371.9654702012
Thanbyuzayat,MMR011004,15.85307778827144,97.746807260449,775.7612419841197
Ye,MMR011006,15.295666881389044,97.94857708910202,2745.5157185827948
Bilin,MMR011010,17.311063812592067,97.25226769430678,2057.7393318504114
Tsawlaw,MMR001006,26.446831339097017,98.43222968584026,3339.644189315105
Bawlake,MMR002005,19.104686711562984,97.49346361529034,1957.975971867512
Hpasawng,MMR002006,18.882338301388625,97.17774347321364,1433.446337515154
Tatkon,MMR018003,20.161019899205435,96.143374407064,1931.3935116178372
Zay Yar Thi Ri,MMR018001,19.882768875857764,96.32219835922363,538.1804958859776
Ann,MMR012014,19.907788689697785,93.9995723155826,6269.454747557903
Kyaukpyu,MMR012011,19.34752310556648,93.68569937476812,1144.310731647135
Munaung,MMR012012,18.79406737875633,93.64161806724395,474.2656725238212
Ramree,MMR012013,19.10616594190204,93.8767792203052,1171.150579040226
Buthidaung,MMR012010,21.020981505044016,92.55789815816964,2228.538667580352
Maungdaw,MMR012009,21.03692715238237,92.3687899086277,1464.665501214658
Kyauktaw,MMR012004,20.90369737971412,92.9359180877778,1702.0685514863435
Minbya,MMR012005,20.49215024031656,93.5130998416623,3428.415465754291
Mese,MMR002007,18.73365532340632,97.5573726946641,1818.9442929636853
Mrauk-U,MMR012003,20.626006337270308,93.177648811097,1237.2140712845955
Myebon,MMR012006,19.984700495775343,93.55272215634442,1968.2611899639332
Pauktaw,MMR012007,20.14215321129871,93.09164167794016,922.087765537202
Ponnagyun,MMR012002,20.56894806953741,92.89135606891728,1125.8956052253648
Rathedaung,MMR012008,20.504586302041027,92.73886532099824,852.9292742730483
Demoso,MMR002002,19.501669591792428,97.1577197354672,1214.0973224125694
Hpruso,MMR002003,19.262992123136183,97.06430394940924,1657.0554826622374
Loikaw,MMR002001,19.6853324504601,97.32615551948994,1546.5403180431156
Shadaw,MMR002004,19.503042102713717,97.6393097179037,2188.2399306927973
Hlaingbwe,MMR003002,17.195341718098565,97.92437575527516,4353.030883797437
Hpa-An,MMR003001,16.96386185978344,97.66011139736032,2917.1477432511115
Tilin,MMR009024,21.76697637879899,94.1767259979592,1327.5081990253254
Chauk,MMR009003,20.73650486519381,94.87330436580784,999.4016737436272
Magway,MMR009001,20.08507458010821,95.13095578263376,1764.969115964111
Myothit,MMR009005,20.178335107524337,95.49505514959176,1593.761212759495
Natmauk,MMR009006,20.498617192416027,95.43259527259684,2310.0400309566585
Taungdwingyi,MMR009004,19.881265857069963,95.58556782864596,1970.725457652264
Taze,MMR005011,23.086728255913645,95.19510805889868,1852.1704306175664
Wetlet,MMR005006,22.35162294350204,95.78110070915731,1317.871606751983
Ye-U,MMR005009,22.859174857678354,95.11731109867937,1398.038635178998
Tamu,MMR005030,24.1792816807496,94.38699381748413,1950.791378689324
Kani,MMR005017,22.453556711161937,94.66322973518096,3352.183193231908
Pale,MMR005019,21.995102529568573,94.61425056838463,1585.9072047215827
Yenangyaung,MMR009002,20.460390743019055,95.0095219608719,1024.3269404231492
Minbu,MMR009007,20.095447983971145,94.742391014886,1661.01174819904
Pakokku,MMR009018,21.276056298148564,94.88535635117582,1312.7541612932146
Pauk,MMR009021,21.4883890152372,94.48837917417548,2452.314883221523
Seikphyu,MMR009022,21.062703418700508,94.53848473944583,1520.772221848032
Monghsat,MMR016006,20.56736514234124,99.3322297465724,5051.610948230116
Mongton,MMR016008,20.142107104879734,98.73662168804492,6580.33005865882
Monghpyak,MMR016010,20.92549069676778,99.87127195771924,1564.6346971440694
Mongyawng,MMR016011,21.345070101158267,100.59084001035232,4446.252197581293
Yesagyo,MMR009019,21.598619635400592,95.17627221732366,990.3622873543412
Aunglan,MMR009016,19.28192086022237,95.46398263535262,2677.9901470397976
Kamma,MMR009015,19.03815206838443,94.9644944136204,1144.9039651394992
Mindon,MMR009014,19.36702813234699,94.6832236371576,2547.5303010329694
Minhla,MMR009013,19.7462762965756,94.76048375581004,2373.5683311354182
Tachileik,MMR016009,20.692435880395458,100.03948593093185,3599.255970204398
Hopang,MMR015021,23.220138111510103,98.72559000284404,1343.109000941158
Mongmao,MMR015008,22.959780133703493,98.8857926592248,1809.5074014313068
Sinbaungwe,MMR009017,19.623850967396777,95.35690477734178,2056.878585556409
Mongyai,MMR015003,22.415682441944693,98.03714929338598,2416.6604795000026
Tangyan,MMR015004,22.49587455161109,98.391245113866,4869.999623308239
Thayet,MMR009012,19.37898419072159,95.0522716700612,1202.376599387671
Kyaukse,MMR010013,21.67655661264607,96.44566381516248,1877.1022909580352
Myittha,MMR010015,21.3522479064327,96.16521464210054,891.9765743435476
Matman,MMR015024,21.879546288543843,98.81692831779904,2998.315547840632
Sintgaing,MMR010014,21.73980909077237,96.1302593273293,448.62926201575016
Tada-U,MMR010016,21.68780469494848,95.89409852565792,937.7889735956004
Amarapura,MMR010006,21.85447558194413,96.09475132094131,209.08594047351232
Chanmyathazi,MMR010004,21.937455742954636,96.098593758569,26.03431717926801
Mahaaungmyay,MMR010003,21.96043396348918,96.0909755820115,14.758365157274248
Patheingyi,MMR010007,22.005905194050158,96.20144667754748,592.9738668490179
Pyigyitagon,MMR010005,21.900575833304625,96.10661282850069,32.688226495853314
Narphan,MMR015006,22.57805701694917,99.15743925024564,1694.1081159528335
Pangsang,MMR015005,22.460863639286693,98.83204733133846,3173.9564769217286
Mabein,MMR015018,23.61990465435178,96.67881688630756,5044.974794114124
Mahlaing,MMR010029,21.08911563500081,95.66330520278082,1121.7631628654335
Mongmit,MMR015017,23.15309758422082,96.62607937142609,2708.8820771255546
Kutkai,MMR015011,23.58747682332085,98.1057069166358,4567.05692409958
Muse,MMR015009,23.939280615602755,98.09539083461782,1773.2720792385524
Namhkan,MMR015010,23.68461174266349,97.59163010663372,1364.8495593779378
Manton,MMR015019,23.371514836499237,97.28933528215542,2523.0572063865
Namhsan,MMR015016,22.956724746376167,97.10688182791928,1600.5949215484547
Meiktila,MMR010028,20.833731539689904,95.760901749952,1228.293916035538
Thazi,MMR010030,20.8200231755706,96.25452466548484,2043.176928820619
Wundwin,MMR010031,21.16979357066609,95.99914039757157,1395.3974554664635
Palaw,MMR006007,13.114523128252769,98.6852740447366,2435.5211231254416
Tanintharyi,MMR006008,12.300768004760098,99.16868475141362,11478.867377297678
Myingyan,MMR010017,21.55499533419845,95.4510815341036,986.712958288176
Natogyi,MMR010019,21.435204380479004,95.72454086801196,1255.2112061345738
Ngazun,MMR010021,21.786172351749883,95.64124991131636,961.1806403443048
Taungtha,MMR010018,21.22090328235528,95.3921497838114,1349.7654182401582
Kyaukpadaung,MMR010020,20.842837998865125,95.25664357927543,1955.2984242331077
Nyaung-U,MMR010022,21.08510914440421,95.02044024253838,1459.2844024593476
Madaya,MMR010009,22.215874017337075,96.17241916084272,1099.8631614213914
Mogoke,MMR010011,22.906599545596368,96.4247817130452,1180.0693891992096
Pyinoolwin,MMR010008,21.97355397416353,96.47962159319816,1995.168324731352
Singu,MMR010010,22.540557343476856,96.12297290374735,1509.7718279756275
Thabeikkyin,MMR010012,23.224905452145187,96.10155846897943,2582.2560977938138
Pyawbwe,MMR010024,20.611939261244665,95.94596094395392,1648.2222490536494
Yamethin,MMR010023,20.40004555950945,96.1535271581996,2152.712318459068
Chaungzon,MMR011003,16.36213430268179,97.52902824335816,446.8450868180798
Kyaikto,MMR011009,17.42569593142313,97.00630383545946,975.6032728157708
Paung,MMR011008,16.665553258894324,97.43264766200777,970.9643072702494
Thaton,MMR011007,16.976004875243976,97.3337512988193,1317.503868718239
Det Khi Na Thi Ri,MMR018004,19.697479265646727,96.07425739056892,143.34626999158482
Lewe,MMR018007,19.616535822521,96.0241379981556,2162.6002305146662
Pyinmana,MMR018006,19.668331548369096,96.46573970965738,1107.335670560547
Za Bu Thi Ri,MMR018002,19.746799943462268,96.10720464000384,80.69177219993452
Oke Ta Ra Thi Ri,MMR018008,19.93100440777465,95.99907480034308,852.9120045699437
Poke Ba Thi Ri,MMR018005,19.894935543351757,96.19114095045954,255.8500990933155
Sittwe,MMR012001,20.21196412464184,92.85313766786582,218.22546800973507
Gwa,MMR012017,17.752466928644782,94.66278701000503,2260.0142814986257
Thandwe,MMR012015,18.35486433429602,94.5832087253078,3489.655299708091
Toungup,MMR012016,19.024098806906743,94.3642993571715,4792.137641287973
Hkamti,MMR005033,25.85563057971667,95.70556707347404,8182.697697510865
Homalin,MMR005034,24.95102313678361,95.290920272265,10644.670039624189
Kale,MMR005027,23.156260230285604,94.12218627379288,2323.347033821044
Kalewa,MMR005028,23.32438194928176,94.50567725996235,2354.320097625772
Mingin,MMR005029,22.887831127937613,94.52088895748544,3947.2684665633938
Kanbalu,MMR005007,23.218816042494804,95.70348830160368,4067.071052777928
Kyunhla,MMR005008,23.47902810584172,95.18918462153248,2754.1144996822527
Banmauk,MMR005023,24.52428351886264,95.72079067348264,3400.902783529389
Indaw,MMR005021,24.311124465793636,96.09995270972358,1893.0130704878984
Katha,MMR005020,24.189010908665114,96.4024518884098,2257.8585943635703
Tigyaing,MMR005022,23.775190683204617,96.20692657465082,1834.9329597520427
Kawlin,MMR005024,23.697401681754528,95.67236525045926,1889.7504745276945
Pinlebu,MMR005026,24.049383352665764,95.36662873379444,3282.046855592684
Wuntho,MMR005025,23.99737483722008,95.779471986356,1324.1189596097645
Mawlaik,MMR005031,23.699085488600005,94.5983045751239,3513.2555183809736
Paungbyin,MMR005032,24.19675492919257,94.87058780884654,4152.223749496198
Ayadaw,MMR005014,22.29636188992299,95.42686411745728,1242.8765110821976
Budalin,MMR005013,22.43874892314546,95.10817677854594,1072.8709905668668
Botahtaung,MMR013017,16.770536659319976,96.17783754096598,3.070495557322014
Dagon Myothit (East),MMR013020,16.942462894158606,96.24707828571714,83.73729116731519
Chaung-U,MMR005015,21.92384409553672,95.26734016735664,493.906779462487
Monywa,MMR005012,22.13920173084556,95.20832634274888,672.1717656230547
Lahe,MMR005036,26.300439494577223,95.3711383323714,3943.551525123416
Layshi,MMR005035,25.355732763777443,94.89405774159636,2783.576945247792
Nanyun,MMR005037,26.9257447467674,96.15274920915662,6616.060547454681
Myaung,MMR005003,21.752622878817927,95.31898807095506,413.1645017553629
Myinmu,MMR005002,22.007932107293687,95.50903546061566,771.8664509417911
Sagaing,MMR005001,22.052010075739563,95.8331202771743,1266.6066882776654
Khin-U,MMR005005,22.774431654700496,95.69801268068292,1044.9517327115805
Shwebo,MMR005004,22.584883072124093,95.71004872215948,1058.3549092595174
Tabayin,MMR005010,22.652460646348786,95.18019771693376,1378.7103293034525
Salingyi,MMR005018,21.96502872584724,95.03059077976263,693.1249708909521
Yinmarbin,MMR005016,22.152973190559504,94.84083900231091,948.199335352325
Kengtung,MMR016001,21.2310397148623,99.63767485903716,4386.065083672335
Mongkhet,MMR016002,21.71863987510962,99.32256538662628,2315.1403536239577
Mongla,MMR016005,21.530438921220632,99.94525178943498,1864.7410372839247
Mongping,MMR016007,21.160091632141825,98.94311876260112,6074.981136475512
Mongyang,MMR016003,21.943935902193456,99.55488658357446,2947.5561016388024
Pangwaun,MMR015007,22.93159836132609,99.2846398380289,1507.877095400787
Konkyan,MMR015023,23.963131598114437,98.61200317442383,1082.2317719584455
Laukkaing,MMR015022,23.652661485182,98.71277474175002,776.6411316140186
Hsipaw,MMR015014,22.376274338469702,97.54396296398008,5275.574417129313
Kyaukme,MMR015012,22.5806660081894,96.89248076018356,3838.955401027282
Namtu,MMR015015,23.033163250259687,97.4398206978218,1624.5459264656097
Nawnghkio,MMR015013,22.349735406565777,96.61865759046528,3277.909868167974
Hseni,MMR015002,23.264216046167245,98.07703179750412,1249.083582408986
Kunlong,MMR015020,23.394432691859407,98.5756356772345,1182.767426717548
Lashio,MMR015001,22.976300667139416,97.97115895203856,3862.239483169152
Pindaya,MMR014006,20.93931524646509,96.6731568315992,630.3921003579263
Ywangan,MMR014007,21.283498607539915,96.49936387976813,2989.1342491493924
Langkho,MMR014018,20.03891537877245,97.95754581175336,4074.063884545139
Mawkmai,MMR014020,20.138421730748764,97.60051914180282,2455.165839754301
Mongnai,MMR014019,20.63960764453913,98.1755577611191,3235.063317008354
Mongpan,MMR014021,20.27145021457309,98.37357400455022,2511.3469211793567
Kunhing,MMR014014,21.2280920420981,98.4914941700228,2774.3540063909923
Kyethi,MMR014015,21.70324079112527,98.0481872367592,3465.5095310568245
Laihka,MMR014012,21.29805648469569,97.79554774764335,2812.7045152699766
Loilen,MMR014011,20.974752000313835,97.48340590077504,1329.4802956892756
Monghsu,MMR014017,21.817592841831857,98.36790732065396,1952.1487872171813
Mongkaing,MMR014016,21.732442163432783,97.47911335421291,3796.759111121408
Nansang,MMR014013,20.87529082009468,97.8816782406746,3692.517589342477
Hopong,MMR014003,21.023363476634984,97.25814282327752,2933.77333002302
Hsihseng,MMR014004,20.245352147359743,97.29268948508916,2073.309002817497
Pinlaung,MMR014009,20.108042596403635,96.69006840521082,3404.5803892133804
Kalaw,MMR014005,20.688353091839545,96.68284846974,1459.829596700317
Lawksawk,MMR014008,21.590269402880075,96.97047389917668,5161.584848572255
Nyaungshwe,MMR014002,20.35503501217096,96.95236021643424,1481.976417618493
Pekon,MMR014010,19.680700702813,96.8698358342405,2079.4039431136434
Taunggyi,MMR014001,20.66962687827654,97.03856067211176,2013.7198812007127
Dawei,MMR006001,13.90361757567758,98.73593921315074,6888.645262404916
Launglon,MMR006002,13.918822243591018,98.1356748849209,794.7596838981096
Thayetchaung,MMR006003,13.690429947539789,98.44306060228712,2118.4099027111533
Yebyu,MMR006004,14.628592089995545,98.10701285088568,4091.045191716951
Bokpyin,MMR006010,11.235088165935323,98.86101962190364,5886.750163858068
Kawthoung,MMR006009,10.42213830659286,98.57738903761792,2563.2142091837427
Kyunsu,MMR006006,12.05446926424614,98.48099854301044,3991.856251355394
Myeik,MMR006005,12.500107137546868,98.77507000253551,1243.9819547892437
Dagon Myothit (North),MMR013019,16.880634611387183,96.18929446054184,23.955060547931957
Dagon Myothit (Seikkan),MMR013021,16.883013403723506,96.2982835545471,79.42362307904294
Dagon Myothit (South),MMR013018,16.91854389806045,96.27859529091413,88.88754556567443
Dawbon,MMR013014,16.78803392084355,96.19006828894648,3.2644598008773573
Yankin,MMR013010,16.83566493011471,96.1647760090372,4.9358971767005455
Mingalartaungnyunt,MMR013022,16.791029122506895,96.17334234345256,5.083510566189655
North Okkalapa,MMR013012,16.923436492835744,96.1740198673865,27.4494054595104
Pazundaung,MMR013016,16.777612056439235,96.17515231819932,1.1100539086438197
Kyauktan,MMR013024,16.59945485856706,96.46282969115492,823.3819305689631
South Okkalapa,MMR013011,16.848568292164348,96.1823142778779,8.115746236182682
Tamwe,MMR013015,16.81030372441107,96.17584784809092,4.77343039032444
Thaketa,MMR013013,16.798147786584746,96.21066088778136,13.15998219454286
Thingangyun,MMR013009,16.827938394150888,96.19907282682571,13.196424220841848
Hlegu,MMR013004,17.267597310508677,96.20618102253826,1511.6291657442712
Hmawbi,MMR013003,17.13250196403977,96.02655809012336,472.59722911410216
Htantabin,MMR013006,17.0479626066496,95.90859059481772,612.1620431495008
Insein,MMR013001,16.902253902534678,96.10141905549403,30.508975102700884
Mingaladon,MMR013002,16.995382957057796,96.1345044384792,131.5307153766155
Shwepyithar,MMR013007,16.97733277173778,96.07714993834388,54.712281184457474
Taikkyi,MMR013005,17.434961862248528,95.91120016495894,1765.340675192607
Cocokyun,MMR013032,14.38810479857487,93.45925132350976,28.049155981687257
Dala,MMR013030,16.676908373922313,96.15210720394464,229.65333786897068
Kawhmu,MMR013028,16.549224701574808,96.05311008089662,617.883551085839
Kayan,MMR013026,16.904002309078813,96.58625696525382,617.2548716732097
Seikgyikanaungto,MMR013031,16.76399190133808,96.10371094156478,12.312253222531176
Thanlyin,MMR013023,16.796326699452322,96.32931210992534,361.21129672033817
Thongwa,MMR013025,16.747207518617657,96.60233955436952,782.5188841969617
Twantay,MMR013027,16.744371848678984,95.95261125123382,715.3894492365581
Kungyangon,MMR013029,16.42814228069013,96.11588919598086,611.7642019341398
Ahlone,MMR013037,16.784542435437025,96.12807379008426,3.551348330705229
Dagon,MMR013043,16.791932099121144,96.1453444163815,4.879633188714531
Hlaing,MMR013040,16.847396151022267,96.12083220767802,9.976176933295056
Kamaryut,MMR013041,16.823597356000754,96.13282313532234,6.467998116557111
Bahan,MMR013044,16.810486419340393,96.15747894653592,8.443438502219228
Kyeemyindaing,MMR013038,16.811271784133986,96.1042123750452,11.18427944232148
Lanmadaw,MMR013035,16.777273893651163,96.14390445598676,1.893390588324228
Sanchaung,MMR013039,16.806246301488336,96.13242722396114,2.331801029579525
Hlaingtharya,MMR013008,16.8799,96.0546,67.365591
